refund_id,payment_id,order_id,processor_transaction_id,processor_refund_id,refund_amount,currency,reason,status,initiated_at,completed_at
REF_000353,PAY_000353,ORD_000353,PROC_000353,PRREF_000353,599.25,INR,ITEM_UNAVAILABLE,COMPLETED,2026-01-18 15:44:17,2026-01-18 15:49:17
REF_000407,PAY_000407,ORD_000407,PROC_000407,PRREF_000407,127.62,CAD,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-03-20 17:02:45,2026-03-20 17:07:45
REF_000445,PAY_000445,ORD_000445,PROC_000445,PRREF_000445,6.85,GBP,PARTIAL_RETURN,COMPLETED,2026-03-25 06:19:18,2026-03-25 06:24:18
REF_000458,PAY_000458,ORD_000458,PROC_000458,PRREF_000458,443.75,USD,ORDER_CANCELLED,COMPLETED,2026-03-22 16:00:46,2026-03-22 16:05:46
REF_000463,PAY_000463,ORD_000463,PROC_000463,PRREF_000463,33.50,USD,UNSATISFIED_CUSTOMER,COMPLETED,2026-03-13 19:39:45,2026-03-13 19:44:45
REF_000485,PAY_000485,ORD_000485,PROC_000485,PRREF_000485,56.64,EUR,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-01-18 20:03:02,2026-01-18 20:08:02
REF_000535,PAY_000535,ORD_000535,PROC_000535,PRREF_000535,45.50,USD,ORDER_CANCELLED,COMPLETED,2026-02-20 20:52:37,2026-02-20 20:57:37
REF_000555,PAY_000555,ORD_000555,PROC_000555,PRREF_000555,159.74,USD,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-02-25 18:08:54,2026-02-25 18:13:54
REF_000556,PAY_000556,ORD_000556,PROC_000556,PRREF_000556,7500.00,INR,PARTIAL_RETURN,COMPLETED,2026-03-16 03:49:06,2026-03-16 03:54:06
REF_000575,PAY_000575,ORD_000575,PROC_000575,PRREF_000575,145.62,USD,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-01-16 06:36:07,2026-01-16 06:41:07
REF_000595,PAY_000595,ORD_000595,PROC_000595,PRREF_000595,61.90,USD,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-03-04 10:58:42,2026-03-04 11:03:42
REF_000618,PAY_000618,ORD_000618,PROC_000618,PRREF_000618,22.50,GBP,ITEM_UNAVAILABLE,COMPLETED,2026-03-14 12:31:48,2026-03-14 12:36:48
REF_000652,PAY_000652,ORD_000652,PROC_000652,PRREF_000652,9.60,USD,ITEM_UNAVAILABLE,COMPLETED,2026-01-27 17:11:51,2026-01-27 17:16:51
REF_000663,PAY_000663,ORD_000663,PROC_000663,PRREF_000663,19.49,USD,PARTIAL_RETURN,COMPLETED,2026-04-03 00:33:45,2026-04-03 00:38:45
REF_000679,PAY_000679,ORD_000679,PROC_000679,PRREF_000679,999.80,INR,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-04-01 08:50:38,2026-04-01 08:55:38
REF_000732,PAY_000732,ORD_000732,PROC_000732,PRREF_000732,19.75,GBP,ITEM_UNAVAILABLE,COMPLETED,2026-01-19 08:18:16,2026-01-19 08:23:16
REF_000753,PAY_000753,ORD_000753,PROC_000753,PRREF_000753,617.50,GBP,FRAUD_SUSPECTED,COMPLETED,2026-01-16 05:01:18,2026-01-16 05:06:18
REF_000755,PAY_000755,ORD_000755,PROC_000755,PRREF_000755,24.49,USD,UNSATISFIED_CUSTOMER,COMPLETED,2026-01-15 08:04:54,2026-01-15 08:09:54
REF_000786,PAY_000786,ORD_000786,PROC_000786,PRREF_000786,20.00,GBP,ITEM_UNAVAILABLE,COMPLETED,2026-02-22 11:10:50,2026-02-22 11:15:50
REF_000796,PAY_000796,ORD_000796,PROC_000796,PRREF_000796,925.27,USD,ITEM_UNAVAILABLE,COMPLETED,2026-01-19 19:18:19,2026-01-19 19:23:19
REF_000816,PAY_000816,ORD_000816,PROC_000816,PRREF_000816,41.05,USD,ITEM_UNAVAILABLE,COMPLETED,2026-01-24 13:12:14,2026-01-24 13:17:14
REF_000839,PAY_000839,ORD_000839,PROC_000839,PRREF_000839,90.24,CAD,PARTIAL_RETURN,COMPLETED,2026-02-18 19:43:10,2026-02-18 19:48:10
REF_000840,PAY_000840,ORD_000840,PROC_000840,PRREF_000840,136.25,EUR,FRAUD_SUSPECTED,COMPLETED,2026-01-17 09:54:51,2026-01-17 09:59:51
REF_000848,PAY_000848,ORD_000848,PROC_000848,PRREF_000848,124.60,EUR,ITEM_UNAVAILABLE,COMPLETED,2026-02-17 16:24:12,2026-02-17 16:29:12
REF_000860,PAY_000860,ORD_000860,PROC_000860,PRREF_000860,182.10,GBP,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-01-07 14:49:05,2026-01-07 14:54:05
REF_000866,PAY_000866,ORD_000866,PROC_000866,PRREF_000866,96.99,USD,PARTIAL_RETURN,COMPLETED,2026-01-22 12:52:14,2026-01-22 12:57:14
REF_000882,PAY_000882,ORD_000882,PROC_000882,PRREF_000882,241.25,CAD,ITEM_UNAVAILABLE,COMPLETED,2026-02-26 16:10:48,2026-02-26 16:15:48
REF_000886,PAY_000886,ORD_000886,PROC_000886,PRREF_000886,80.00,GBP,UNSATISFIED_CUSTOMER,COMPLETED,2026-03-03 17:36:36,2026-03-03 17:41:36
REF_000894,PAY_000894,ORD_000894,PROC_000894,PRREF_000894,83.00,GBP,UNSATISFIED_CUSTOMER,COMPLETED,2026-03-01 01:24:21,2026-03-01 01:29:21
REF_000922,PAY_000922,ORD_000922,PROC_000922,PRREF_000922,299.00,INR,FRAUD_SUSPECTED,COMPLETED,2026-01-27 17:42:00,2026-01-27 17:47:00
REF_000935,PAY_000935,ORD_000935,PROC_000935,PRREF_000935,375.25,GBP,ITEM_UNAVAILABLE,COMPLETED,2026-01-07 14:23:32,2026-01-07 14:28:32
REF_000951,PAY_000951,ORD_000951,PROC_000951,PRREF_000951,62.00,GBP,UNSATISFIED_CUSTOMER,COMPLETED,2026-02-25 22:37:37,2026-02-25 22:42:37
REF_001008,PAY_001008,ORD_001008,PROC_001008,PRREF_001008,1874.25,INR,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-03-31 16:46:58,2026-03-31 16:51:58
REF_001054,PAY_001054,ORD_001054,PROC_001054,PRREF_001054,264.80,EUR,FRAUD_SUSPECTED,COMPLETED,2026-03-11 18:49:15,2026-03-11 18:54:15
REF_001080,PAY_001080,ORD_001080,PROC_001080,PRREF_001080,641.62,EUR,ITEM_UNAVAILABLE,COMPLETED,2026-03-05 18:04:10,2026-03-05 18:09:10
REF_001149,PAY_001149,ORD_001149,PROC_001149,PRREF_001149,302.88,USD,ITEM_UNAVAILABLE,COMPLETED,2026-04-06 07:06:03,2026-04-06 07:11:03
REF_001154,PAY_001154,ORD_001154,PROC_001154,PRREF_001154,40.12,USD,PARTIAL_RETURN,COMPLETED,2026-03-10 11:54:00,2026-03-10 11:59:00
REF_001158,PAY_001158,ORD_001158,PROC_001158,PRREF_001158,2499.00,INR,ORDER_CANCELLED,COMPLETED,2026-03-23 00:37:37,2026-03-23 00:42:37
REF_001239,PAY_001239,ORD_001239,PROC_001239,PRREF_001239,558.49,EUR,FRAUD_SUSPECTED,COMPLETED,2026-03-16 04:07:45,2026-03-16 04:12:45
REF_001240,PAY_001240,ORD_001240,PROC_001240,PRREF_001240,172.50,EUR,PARTIAL_RETURN,COMPLETED,2026-03-12 17:14:39,2026-03-12 17:19:39
REF_001242,PAY_001242,ORD_001242,PROC_001242,PRREF_001242,14.96,USD,PARTIAL_RETURN,COMPLETED,2026-02-26 01:42:59,2026-02-26 01:47:59
REF_001245,PAY_001245,ORD_001245,PROC_001245,PRREF_001245,279.00,USD,PARTIAL_RETURN,COMPLETED,2026-02-26 10:40:25,2026-02-26 10:45:25
REF_001287,PAY_001287,ORD_001287,PROC_001287,PRREF_001287,88.48,EUR,PARTIAL_RETURN,COMPLETED,2026-01-27 06:42:41,2026-01-27 06:47:41
REF_001328,PAY_001328,ORD_001328,PROC_001328,PRREF_001328,1261.00,EUR,UNSATISFIED_CUSTOMER,COMPLETED,2026-02-21 18:27:14,2026-02-21 18:32:14
REF_001349,PAY_001349,ORD_001349,PROC_001349,PRREF_001349,281.00,USD,ITEM_UNAVAILABLE,COMPLETED,2026-03-11 09:23:02,2026-03-11 09:28:02
REF_001388,PAY_001388,ORD_001388,PROC_001388,PRREF_001388,374.25,INR,PARTIAL_RETURN,COMPLETED,2026-03-28 09:07:34,2026-03-28 09:12:34
REF_001394,PAY_001394,ORD_001394,PROC_001394,PRREF_001394,389.49,EUR,ORDER_CANCELLED,COMPLETED,2026-01-18 17:15:41,2026-01-18 17:20:41
REF_001396,PAY_001396,ORD_001396,PROC_001396,PRREF_001396,170.50,USD,ORDER_CANCELLED,COMPLETED,2026-02-11 08:24:57,2026-02-11 08:29:57
REF_001406,PAY_001406,ORD_001406,PROC_001406,PRREF_001406,8.00,EUR,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-02-24 06:20:01,2026-02-24 06:25:01
REF_001417,PAY_001417,ORD_001417,PROC_001417,PRREF_001417,42.95,GBP,ORDER_CANCELLED,COMPLETED,2026-01-25 11:10:35,2026-01-25 11:15:35
REF_001420,PAY_001420,ORD_001420,PROC_001420,PRREF_001420,2669.50,GBP,FRAUD_SUSPECTED,COMPLETED,2026-01-20 05:28:03,2026-01-20 05:33:03
REF_001445,PAY_001445,ORD_001445,PROC_001445,PRREF_001445,289.90,USD,PARTIAL_RETURN,COMPLETED,2026-03-06 06:34:57,2026-03-06 06:39:57
REF_001461,PAY_001461,ORD_001461,PROC_001461,PRREF_001461,11.74,CAD,ITEM_UNAVAILABLE,COMPLETED,2026-02-19 06:20:09,2026-02-19 06:25:09
REF_001479,PAY_001479,ORD_001479,PROC_001479,PRREF_001479,68.30,EUR,PARTIAL_RETURN,COMPLETED,2026-02-11 19:57:13,2026-02-11 20:02:13
REF_001484,PAY_001484,ORD_001484,PROC_001484,PRREF_001484,23.96,USD,ITEM_UNAVAILABLE,COMPLETED,2026-03-25 01:27:06,2026-03-25 01:32:06
REF_001505,PAY_001505,ORD_001505,PROC_001505,PRREF_001505,6.90,EUR,PARTIAL_RETURN,COMPLETED,2026-02-02 07:48:35,2026-02-02 07:53:35
REF_001515,PAY_001515,ORD_001515,PROC_001515,PRREF_001515,12.90,USD,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-03-27 08:56:20,2026-03-27 09:01:20
REF_001518,PAY_001518,ORD_001518,PROC_001518,PRREF_001518,1120.88,USD,PARTIAL_RETURN,COMPLETED,2026-01-21 07:04:22,2026-01-21 07:09:22
REF_001535,PAY_001535,ORD_001535,PROC_001535,PRREF_001535,33.00,EUR,UNSATISFIED_CUSTOMER,COMPLETED,2026-04-01 09:38:06,2026-04-01 09:43:06
REF_001556,PAY_001556,ORD_001556,PROC_001556,PRREF_001556,2930.99,GBP,ORDER_CANCELLED,COMPLETED,2026-01-14 18:10:40,2026-01-14 18:15:40
REF_001562,PAY_001562,ORD_001562,PROC_001562,PRREF_001562,77.21,EUR,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-03-24 11:26:01,2026-03-24 11:31:01
REF_001600,PAY_001600,ORD_001600,PROC_001600,PRREF_001600,9.82,USD,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-02-17 21:27:03,2026-02-17 21:32:03
REF_001603,PAY_001603,ORD_001603,PROC_001603,PRREF_001603,355.95,USD,FULL_RETURN,COMPLETED,2026-03-24 02:43:23,2026-03-24 02:48:23
REF_001608,PAY_001608,ORD_001608,PROC_001608,PRREF_001608,22.80,EUR,ORDER_CANCELLED,COMPLETED,2026-02-13 08:16:35,2026-02-13 08:21:35
REF_001650,PAY_001650,ORD_001650,PROC_001650,PRREF_001650,535.25,GBP,FULL_RETURN,COMPLETED,2026-01-21 18:18:32,2026-01-21 18:23:32
REF_001665,PAY_001665,ORD_001665,PROC_001665,PRREF_001665,11250.00,INR,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-03-17 07:36:58,2026-03-17 07:41:58
REF_001673,PAY_001673,ORD_001673,PROC_001673,PRREF_001673,2320.88,USD,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-01-29 08:53:59,2026-01-29 08:58:59
REF_001693,PAY_001693,ORD_001693,PROC_001693,PRREF_001693,266.90,CAD,PARTIAL_RETURN,COMPLETED,2026-02-28 04:16:21,2026-02-28 04:21:21
REF_001707,PAY_001707,ORD_001707,PROC_001707,PRREF_001707,2999.25,INR,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-01-11 22:20:16,2026-01-11 22:25:16
REF_001710,PAY_001710,ORD_001710,PROC_001710,PRREF_001710,45.58,GBP,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-03-14 01:44:45,2026-03-14 01:49:45
REF_001711,PAY_001711,ORD_001711,PROC_001711,PRREF_001711,73.49,USD,UNSATISFIED_CUSTOMER,COMPLETED,2026-01-02 09:58:48,2026-01-02 10:03:48
REF_001740,PAY_001740,ORD_001740,PROC_001740,PRREF_001740,23.68,USD,PARTIAL_RETURN,COMPLETED,2026-02-01 22:23:31,2026-02-01 22:28:31
REF_001747,PAY_001747,ORD_001747,PROC_001747,PRREF_001747,341.25,CAD,FULL_RETURN,COMPLETED,2026-03-16 22:41:15,2026-03-16 22:46:15
REF_001762,PAY_001762,ORD_001762,PROC_001762,PRREF_001762,12.60,EUR,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-03-05 11:05:22,2026-03-05 11:10:22
REF_001768,PAY_001768,ORD_001768,PROC_001768,PRREF_001768,112.50,EUR,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-03-24 09:49:30,2026-03-24 09:54:30
REF_001776,PAY_001776,ORD_001776,PROC_001776,PRREF_001776,48.98,USD,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-02-26 01:25:54,2026-02-26 01:30:54
REF_001780,PAY_001780,ORD_001780,PROC_001780,PRREF_001780,299.00,INR,UNSATISFIED_CUSTOMER,COMPLETED,2026-03-14 10:20:56,2026-03-14 10:25:56
REF_001781,PAY_001781,ORD_001781,PROC_001781,PRREF_001781,513.75,EUR,ORDER_CANCELLED,COMPLETED,2026-03-26 17:05:39,2026-03-26 17:10:39
REF_001792,PAY_001792,ORD_001792,PROC_001792,PRREF_001792,16.10,USD,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-03-25 22:19:06,2026-03-25 22:24:06
REF_001809,PAY_001809,ORD_001809,PROC_001809,PRREF_001809,222.25,USD,FRAUD_SUSPECTED,COMPLETED,2026-03-08 07:35:13,2026-03-08 07:40:13
REF_001811,PAY_001811,ORD_001811,PROC_001811,PRREF_001811,103.05,USD,ITEM_UNAVAILABLE,COMPLETED,2026-01-28 11:05:07,2026-01-28 11:10:07
REF_001813,PAY_001813,ORD_001813,PROC_001813,PRREF_001813,103.69,USD,PARTIAL_RETURN,COMPLETED,2026-04-02 00:51:22,2026-04-02 00:56:22
REF_001822,PAY_001822,ORD_001822,PROC_001822,PRREF_001822,11.05,EUR,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-02-02 09:00:20,2026-02-02 09:05:20
REF_001827,PAY_001827,ORD_001827,PROC_001827,PRREF_001827,42.75,USD,ITEM_UNAVAILABLE,COMPLETED,2026-04-04 16:26:13,2026-04-04 16:31:13
REF_001835,PAY_001835,ORD_001835,PROC_001835,PRREF_001835,1499.00,INR,FULL_RETURN,COMPLETED,2026-02-28 22:13:46,2026-02-28 22:18:46
REF_001836,PAY_001836,ORD_001836,PROC_001836,PRREF_001836,165.75,GBP,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-03-07 12:30:32,2026-03-07 12:35:32
REF_001845,PAY_001845,ORD_001845,PROC_001845,PRREF_001845,72.08,GBP,PARTIAL_RETURN,COMPLETED,2026-01-15 19:42:55,2026-01-15 19:47:55
REF_001860,PAY_001860,ORD_001860,PROC_001860,PRREF_001860,640.80,EUR,UNSATISFIED_CUSTOMER,COMPLETED,2026-04-04 23:23:07,2026-04-04 23:28:07
REF_001885,PAY_001885,ORD_001885,PROC_001885,PRREF_001885,1022.48,EUR,PARTIAL_RETURN,COMPLETED,2026-02-08 16:43:11,2026-02-08 16:48:11
REF_001922,PAY_001922,ORD_001922,PROC_001922,PRREF_001922,249.80,USD,UNSATISFIED_CUSTOMER,COMPLETED,2026-03-26 19:46:59,2026-03-26 19:51:59
REF_001977,PAY_001977,ORD_001977,PROC_001977,PRREF_001977,15000.00,INR,FULL_RETURN,COMPLETED,2026-02-12 06:04:14,2026-02-12 06:09:14
REF_001993,PAY_001993,ORD_001993,PROC_001993,PRREF_001993,308.80,USD,FULL_RETURN,COMPLETED,2026-03-20 11:46:25,2026-03-20 11:51:25
REF_002036,PAY_002036,ORD_002036,PROC_002036,PRREF_002036,831.75,GBP,ITEM_UNAVAILABLE,COMPLETED,2026-01-20 01:49:51,2026-01-20 01:54:51
REF_002041,PAY_002041,ORD_002041,PROC_002041,PRREF_002041,253.12,USD,ITEM_UNAVAILABLE,COMPLETED,2026-02-04 04:39:18,2026-02-04 04:44:18
REF_002057,PAY_002057,ORD_002057,PROC_002057,PRREF_002057,188.25,EUR,FRAUD_SUSPECTED,COMPLETED,2026-03-30 21:46:20,2026-03-30 21:51:20
REF_002078,PAY_002078,ORD_002078,PROC_002078,PRREF_002078,38.00,USD,ORDER_CANCELLED,COMPLETED,2026-02-14 12:12:24,2026-02-14 12:17:24
REF_002087,PAY_002087,ORD_002087,PROC_002087,PRREF_002087,30.07,USD,ITEM_UNAVAILABLE,COMPLETED,2026-02-16 23:32:17,2026-02-16 23:37:17
REF_002131,PAY_002131,ORD_002131,PROC_002131,PRREF_002131,32.25,EUR,ITEM_UNAVAILABLE,COMPLETED,2026-02-04 05:05:21,2026-02-04 05:10:21
REF_002132,PAY_002132,ORD_002132,PROC_002132,PRREF_002132,2214.75,USD,FRAUD_SUSPECTED,COMPLETED,2026-04-04 11:00:56,2026-04-04 11:05:56
REF_002143,PAY_002143,ORD_002143,PROC_002143,PRREF_002143,2443.80,EUR,UNSATISFIED_CUSTOMER,COMPLETED,2026-02-04 09:39:01,2026-02-04 09:44:01
REF_002163,PAY_002163,ORD_002163,PROC_002163,PRREF_002163,621.00,CAD,UNSATISFIED_CUSTOMER,COMPLETED,2026-03-05 08:12:47,2026-03-05 08:17:47
REF_002169,PAY_002169,ORD_002169,PROC_002169,PRREF_002169,24.80,GBP,ORDER_CANCELLED,COMPLETED,2026-02-09 02:27:21,2026-02-09 02:32:21
REF_002170,PAY_002170,ORD_002170,PROC_002170,PRREF_002170,22.49,CAD,FRAUD_SUSPECTED,COMPLETED,2026-03-06 17:07:07,2026-03-06 17:12:07
REF_002197,PAY_002197,ORD_002197,PROC_002197,PRREF_002197,14.40,USD,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-01-11 11:33:25,2026-01-11 11:38:25
REF_002200,PAY_002200,ORD_002200,PROC_002200,PRREF_002200,669.60,EUR,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-03-23 22:41:32,2026-03-23 22:46:32
REF_002205,PAY_002205,ORD_002205,PROC_002205,PRREF_002205,2942.80,EUR,ORDER_CANCELLED,COMPLETED,2026-01-25 17:59:20,2026-01-25 18:04:20
REF_002213,PAY_002213,ORD_002213,PROC_002213,PRREF_002213,56.99,GBP,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-03-06 02:40:17,2026-03-06 02:45:17
REF_002219,PAY_002219,ORD_002219,PROC_002219,PRREF_002219,80.06,GBP,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-03-18 01:58:45,2026-03-18 02:03:45
REF_002222,PAY_002222,ORD_002222,PROC_002222,PRREF_002222,3999.00,INR,UNSATISFIED_CUSTOMER,COMPLETED,2026-01-09 18:22:02,2026-01-09 18:27:02
REF_002235,PAY_002235,ORD_002235,PROC_002235,PRREF_002235,103.42,GBP,ITEM_UNAVAILABLE,COMPLETED,2026-03-14 00:44:59,2026-03-14 00:49:59
REF_002243,PAY_002243,ORD_002243,PROC_002243,PRREF_002243,509.75,EUR,FULL_RETURN,COMPLETED,2026-02-08 07:43:49,2026-02-08 07:48:49
REF_002267,PAY_002267,ORD_002267,PROC_002267,PRREF_002267,3000.00,INR,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-03-29 04:03:37,2026-03-29 04:08:37
REF_002274,PAY_002274,ORD_002274,PROC_002274,PRREF_002274,320.38,GBP,ITEM_UNAVAILABLE,COMPLETED,2026-02-12 00:17:11,2026-02-12 00:22:11
REF_002309,PAY_002309,ORD_002309,PROC_002309,PRREF_002309,89.99,USD,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-01-25 12:21:40,2026-01-25 12:26:40
REF_002311,PAY_002311,ORD_002311,PROC_002311,PRREF_002311,99.80,INR,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-03-24 02:38:24,2026-03-24 02:43:24
REF_002327,PAY_002327,ORD_002327,PROC_002327,PRREF_002327,283.50,CAD,ITEM_UNAVAILABLE,COMPLETED,2026-01-07 17:24:28,2026-01-07 17:29:28
REF_002328,PAY_002328,ORD_002328,PROC_002328,PRREF_002328,20.00,EUR,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-02-02 16:44:41,2026-02-02 16:49:41
REF_002339,PAY_002339,ORD_002339,PROC_002339,PRREF_002339,74.20,EUR,ITEM_UNAVAILABLE,COMPLETED,2026-03-03 01:36:08,2026-03-03 01:41:08
REF_002382,PAY_002382,ORD_002382,PROC_002382,PRREF_002382,145.80,GBP,UNSATISFIED_CUSTOMER,COMPLETED,2026-02-26 02:05:19,2026-02-26 02:10:19
REF_002399,PAY_002399,ORD_002399,PROC_002399,PRREF_002399,20.24,GBP,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-04-01 16:30:39,2026-04-01 16:35:39
REF_002433,PAY_002433,ORD_002433,PROC_002433,PRREF_002433,749.50,INR,PARTIAL_RETURN,COMPLETED,2026-03-16 00:54:14,2026-03-16 00:59:14
REF_002438,PAY_002438,ORD_002438,PROC_002438,PRREF_002438,3007.25,USD,ORDER_CANCELLED,COMPLETED,2026-02-28 09:16:58,2026-02-28 09:21:58
REF_002449,PAY_002449,ORD_002449,PROC_002449,PRREF_002449,249.50,INR,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-03-07 18:48:36,2026-03-07 18:53:36
REF_002492,PAY_002492,ORD_002492,PROC_002492,PRREF_002492,50.24,GBP,PARTIAL_RETURN,COMPLETED,2026-01-31 03:18:26,2026-01-31 03:23:26
REF_002520,PAY_002520,ORD_002520,PROC_002520,PRREF_002520,2999.25,INR,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-02-01 04:36:05,2026-02-01 04:41:05
REF_002545,PAY_002545,ORD_002545,PROC_002545,PRREF_002545,191.24,GBP,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-03-13 06:35:26,2026-03-13 06:40:26
REF_002546,PAY_002546,ORD_002546,PROC_002546,PRREF_002546,303.99,CAD,FRAUD_SUSPECTED,COMPLETED,2026-03-05 00:14:59,2026-03-05 00:19:59
REF_002553,PAY_002553,ORD_002553,PROC_002553,PRREF_002553,285.00,GBP,PARTIAL_RETURN,COMPLETED,2026-01-19 23:15:36,2026-01-19 23:20:36
REF_002567,PAY_002567,ORD_002567,PROC_002567,PRREF_002567,11.34,CAD,ITEM_UNAVAILABLE,COMPLETED,2026-03-27 04:20:16,2026-03-27 04:25:16
REF_002609,PAY_002609,ORD_002609,PROC_002609,PRREF_002609,9999.00,INR,UNSATISFIED_CUSTOMER,COMPLETED,2026-02-08 07:18:07,2026-02-08 07:23:07
REF_002613,PAY_002613,ORD_002613,PROC_002613,PRREF_002613,128.24,EUR,PARTIAL_RETURN,COMPLETED,2026-03-04 10:02:44,2026-03-04 10:07:44
REF_002624,PAY_002624,ORD_002624,PROC_002624,PRREF_002624,999.50,INR,PARTIAL_RETURN,COMPLETED,2026-03-17 19:34:01,2026-03-17 19:39:01
