internal_payment_id,merchant_order_id,occurred_at,gross_amount,currency,payment_status,payment_method,synthetic_customer_reference
SYNTH-INT-000062,SYNTH-ORDER-000062,2026-01-31T17:07:53Z,1839.72,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000062
SYNTH-INT-000063,SYNTH-ORDER-000063,2026-01-01T19:34:32Z,2472.32,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000063
SYNTH-INT-000064,SYNTH-ORDER-000064,2026-01-02T21:44:20Z,133.00,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000064
SYNTH-INT-000065,SYNTH-ORDER-000065,2026-01-03T23:18:42Z,1473.40,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000065
SYNTH-INT-000066,SYNTH-ORDER-000066,2026-01-04T01:59:08Z,1256.12,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000066
SYNTH-INT-000067,SYNTH-ORDER-000067,2026-01-05T04:01:43Z,99.91,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000067
SYNTH-INT-000068,SYNTH-ORDER-000068,2026-01-06T05:48:19Z,770.25,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000068
SYNTH-INT-000069,SYNTH-ORDER-000069,2026-01-07T08:41:30Z,532.47,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000069
SYNTH-INT-000070,SYNTH-ORDER-000070,2026-01-08T10:41:44Z,378.23,EUR,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000070
SYNTH-INT-000071,SYNTH-ORDER-000071,2026-01-09T13:05:22Z,132.62,GBP,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000071
SYNTH-INT-000072,SYNTH-ORDER-000072,2026-01-10T15:18:18Z,625.42,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000072
SYNTH-INT-000073,SYNTH-ORDER-000073,2026-01-11T17:29:28Z,1889.05,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000073
SYNTH-INT-000074,SYNTH-ORDER-000074,2026-01-12T19:04:46Z,538.35,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000074
SYNTH-INT-000075,SYNTH-ORDER-000075,2026-01-13T21:04:47Z,370.45,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000075
SYNTH-INT-000076,SYNTH-ORDER-000076,2026-01-14T23:24:51Z,119.49,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000076
SYNTH-INT-000077,SYNTH-ORDER-000077,2026-01-15T01:59:52Z,1805.83,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000077
SYNTH-INT-000078,SYNTH-ORDER-000078,2026-01-16T04:17:42Z,970.87,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000078
SYNTH-INT-000079,SYNTH-ORDER-000079,2026-01-17T05:50:25Z,317.72,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000079
SYNTH-INT-000080,SYNTH-ORDER-000080,2026-01-18T08:55:18Z,418.48,EUR,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000080
SYNTH-INT-000081,SYNTH-ORDER-000081,2026-01-19T10:42:06Z,1853.19,GBP,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000081
SYNTH-INT-000082,SYNTH-ORDER-000082,2026-01-20T12:31:56Z,2461.94,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000082
SYNTH-INT-000083,SYNTH-ORDER-000083,2026-01-21T14:49:54Z,1566.81,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000083
SYNTH-INT-000084,SYNTH-ORDER-000084,2026-01-22T17:12:29Z,1437.79,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000084
SYNTH-INT-000085,SYNTH-ORDER-000085,2026-01-23T19:44:10Z,1706.24,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000085
SYNTH-INT-000086,SYNTH-ORDER-000086,2026-01-24T21:42:39Z,2382.24,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000086
SYNTH-INT-000087,SYNTH-ORDER-000087,2026-01-25T00:15:47Z,467.12,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000087
SYNTH-INT-000088,SYNTH-ORDER-000088,2026-01-26T01:52:29Z,1359.12,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000088
SYNTH-INT-000089,SYNTH-ORDER-000089,2026-01-27T04:18:55Z,616.07,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000089
SYNTH-INT-000090,SYNTH-ORDER-000090,2026-01-28T06:32:45Z,2369.81,EUR,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000090
SYNTH-INT-000091,SYNTH-ORDER-000091,2026-01-29T08:47:20Z,1918.27,GBP,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000091
SYNTH-INT-000092,SYNTH-ORDER-000092,2026-01-30T10:24:14Z,291.83,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000092
SYNTH-INT-000093,SYNTH-ORDER-000093,2026-01-31T12:36:55Z,219.41,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000093
SYNTH-INT-000094,SYNTH-ORDER-000094,2026-01-01T15:46:18Z,511.15,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000094
SYNTH-INT-000095,SYNTH-ORDER-000095,2026-01-02T17:10:20Z,1608.12,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000095
SYNTH-INT-000096,SYNTH-ORDER-000096,2026-01-03T19:45:48Z,1065.94,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000096
SYNTH-INT-000097,SYNTH-ORDER-000097,2026-01-04T21:27:34Z,1337.96,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000097
SYNTH-INT-000098,SYNTH-ORDER-000098,2026-01-05T00:00:17Z,141.67,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000098
SYNTH-INT-000099,SYNTH-ORDER-000099,2026-01-06T02:15:49Z,2255.06,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000099
SYNTH-INT-000100,SYNTH-ORDER-000100,2026-01-07T04:00:06Z,2258.32,EUR,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000100
SYNTH-INT-000101,SYNTH-ORDER-000101,2026-01-08T07:08:25Z,1533.65,GBP,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000101
SYNTH-INT-000102,SYNTH-ORDER-000102,2026-01-09T09:03:20Z,1165.13,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000102
SYNTH-INT-000103,SYNTH-ORDER-000103,2026-01-10T10:47:13Z,617.96,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000103
SYNTH-INT-000104,SYNTH-ORDER-000104,2026-01-11T13:24:17Z,442.26,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000104
SYNTH-INT-000105,SYNTH-ORDER-000105,2026-01-12T15:11:24Z,429.04,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000105
SYNTH-INT-000106,SYNTH-ORDER-000106,2026-01-13T17:58:06Z,1388.02,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000106
SYNTH-INT-000107,SYNTH-ORDER-000107,2026-01-14T20:13:30Z,1436.90,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000107
SYNTH-INT-000108,SYNTH-ORDER-000108,2026-01-15T22:07:20Z,296.95,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000108
SYNTH-INT-000109,SYNTH-ORDER-000109,2026-01-16T00:25:33Z,253.02,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000109
SYNTH-INT-000110,SYNTH-ORDER-000110,2026-01-17T02:17:20Z,790.35,EUR,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000110
SYNTH-INT-000111,SYNTH-ORDER-000111,2026-01-18T04:38:21Z,610.09,GBP,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000111
SYNTH-INT-000112,SYNTH-ORDER-000112,2026-01-19T07:12:24Z,1139.87,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000112
SYNTH-INT-000113,SYNTH-ORDER-000113,2026-01-20T09:07:13Z,1026.48,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000113
SYNTH-INT-000114,SYNTH-ORDER-000114,2026-01-21T10:59:31Z,2481.28,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000114
SYNTH-INT-000115,SYNTH-ORDER-000115,2026-01-22T13:45:42Z,213.00,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000115
SYNTH-INT-000116,SYNTH-ORDER-000116,2026-01-23T15:20:50Z,1262.99,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000116
SYNTH-INT-000117,SYNTH-ORDER-000117,2026-01-24T17:55:39Z,913.34,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000117
SYNTH-INT-000118,SYNTH-ORDER-000118,2026-01-25T20:29:51Z,435.03,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000118
SYNTH-INT-000119,SYNTH-ORDER-000119,2026-01-26T22:19:17Z,2354.68,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000119
SYNTH-INT-000120,SYNTH-ORDER-000120,2026-01-27T00:01:40Z,1548.83,EUR,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000120
SYNTH-INT-000121,SYNTH-ORDER-000121,2026-01-28T03:08:33Z,1232.52,GBP,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000121
SYNTH-INT-000122,SYNTH-ORDER-000122,2026-01-29T05:16:30Z,1202.97,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000122
SYNTH-INT-000123,SYNTH-ORDER-000123,2026-01-30T06:35:49Z,1571.94,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000123
SYNTH-INT-000124,SYNTH-ORDER-000124,2026-01-31T09:12:35Z,902.00,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000124
SYNTH-INT-000125,SYNTH-ORDER-000125,2026-01-01T11:40:13Z,1684.38,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000125
SYNTH-INT-000126,SYNTH-ORDER-000126,2026-01-02T13:20:08Z,1071.68,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000126
SYNTH-INT-000127,SYNTH-ORDER-000127,2026-01-03T15:40:08Z,2424.68,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000127
SYNTH-INT-000128,SYNTH-ORDER-000128,2026-01-04T18:02:47Z,613.62,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000128
SYNTH-INT-000129,SYNTH-ORDER-000129,2026-01-05T19:46:38Z,673.44,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000129
SYNTH-INT-000130,SYNTH-ORDER-000130,2026-01-06T22:27:46Z,541.45,EUR,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000130
SYNTH-INT-000131,SYNTH-ORDER-000131,2026-01-07T00:22:46Z,2113.13,GBP,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000131
SYNTH-INT-000132,SYNTH-ORDER-000132,2026-01-08T03:02:32Z,1088.03,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000132
SYNTH-INT-000133,SYNTH-ORDER-000133,2026-01-09T05:28:05Z,324.87,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000133
SYNTH-INT-000134,SYNTH-ORDER-000134,2026-01-10T07:40:27Z,745.15,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000134
SYNTH-INT-000135,SYNTH-ORDER-000135,2026-01-11T09:21:55Z,631.87,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000135
SYNTH-INT-000136,SYNTH-ORDER-000136,2026-01-12T11:44:58Z,2069.58,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000136
SYNTH-INT-000137,SYNTH-ORDER-000137,2026-01-13T13:58:58Z,1268.04,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000137
SYNTH-INT-000138,SYNTH-ORDER-000138,2026-01-14T16:10:34Z,733.11,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000138
SYNTH-INT-000139,SYNTH-ORDER-000139,2026-01-15T18:04:37Z,376.32,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000139
SYNTH-INT-000140,SYNTH-ORDER-000140,2026-01-16T19:59:22Z,1384.34,EUR,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000140
SYNTH-INT-000141,SYNTH-ORDER-000141,2026-01-17T22:15:12Z,56.53,GBP,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000141
SYNTH-INT-000142,SYNTH-ORDER-000142,2026-01-18T00:54:32Z,1571.63,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000142
SYNTH-INT-000143,SYNTH-ORDER-000143,2026-01-19T03:30:17Z,456.93,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000143
SYNTH-INT-000144,SYNTH-ORDER-000144,2026-01-20T05:00:37Z,1788.40,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000144
SYNTH-INT-000145,SYNTH-ORDER-000145,2026-01-21T07:50:55Z,318.39,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000145
SYNTH-INT-000146,SYNTH-ORDER-000146,2026-01-22T09:43:29Z,1472.02,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000146
SYNTH-INT-000147,SYNTH-ORDER-000147,2026-01-23T11:47:55Z,1304.66,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000147
SYNTH-INT-000148,SYNTH-ORDER-000148,2026-01-24T13:55:25Z,1711.02,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000148
SYNTH-INT-000149,SYNTH-ORDER-000149,2026-01-25T16:13:14Z,1122.59,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000149
SYNTH-INT-000150,SYNTH-ORDER-000150,2026-01-26T18:39:58Z,808.53,EUR,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000150
SYNTH-INT-000151,SYNTH-ORDER-000151,2026-01-27T20:30:45Z,1210.43,GBP,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000151
SYNTH-INT-000152,SYNTH-ORDER-000152,2026-01-28T23:12:06Z,1797.62,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000152
SYNTH-INT-000153,SYNTH-ORDER-000153,2026-01-29T00:41:43Z,2021.47,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000153
SYNTH-INT-000154,SYNTH-ORDER-000154,2026-01-30T03:34:01Z,2166.52,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000154
SYNTH-INT-000155,SYNTH-ORDER-000155,2026-01-31T05:12:28Z,575.04,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000155
SYNTH-INT-000156,SYNTH-ORDER-000156,2026-01-01T07:45:57Z,1054.15,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000156
SYNTH-INT-000157,SYNTH-ORDER-000157,2026-01-02T09:32:46Z,1479.44,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000157
SYNTH-INT-000158,SYNTH-ORDER-000158,2026-01-03T11:40:19Z,1756.56,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000158
SYNTH-INT-000159,SYNTH-ORDER-000159,2026-01-04T14:44:44Z,354.84,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000159
