scenario_id,result_scope,work_key,settlement_batch_id,internal_payment_id,processor_transaction_id,bank_entry_id,expected_outcome,expected_reason_code,expected_difference,explanation
clean-settlement,ORDER,SYNTH-ORDER-000045,,SYNTH-INT-000045,SYNTH-PROC-000045,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,ORDER,SYNTH-ORDER-000046,,SYNTH-INT-000046,SYNTH-PROC-000046,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,ORDER,SYNTH-ORDER-000047,,SYNTH-INT-000047,SYNTH-PROC-000047,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,ORDER,SYNTH-ORDER-000048,,SYNTH-INT-000048,SYNTH-PROC-000048,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,ORDER,SYNTH-ORDER-000049,,SYNTH-INT-000049,SYNTH-PROC-000049,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,ORDER,SYNTH-ORDER-000050,,SYNTH-INT-000050,SYNTH-PROC-000050,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,ORDER,SYNTH-ORDER-000051,,SYNTH-INT-000051,SYNTH-PROC-000051,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,ORDER,SYNTH-ORDER-000052,,SYNTH-INT-000052,SYNTH-PROC-000052,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,ORDER,SYNTH-ORDER-000053,,SYNTH-INT-000053,SYNTH-PROC-000053,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,ORDER,SYNTH-ORDER-000054,,SYNTH-INT-000054,SYNTH-PROC-000054,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,ORDER,SYNTH-ORDER-000055,,SYNTH-INT-000055,SYNTH-PROC-000055,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,ORDER,SYNTH-ORDER-000056,,SYNTH-INT-000056,SYNTH-PROC-000056,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,ORDER,SYNTH-ORDER-000057,,SYNTH-INT-000057,SYNTH-PROC-000057,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,ORDER,SYNTH-ORDER-000058,,SYNTH-INT-000058,SYNTH-PROC-000058,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,ORDER,SYNTH-ORDER-000059,,SYNTH-INT-000059,SYNTH-PROC-000059,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,ORDER,SYNTH-ORDER-000060,,SYNTH-INT-000060,SYNTH-PROC-000060,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,ORDER,SYNTH-ORDER-000061,,SYNTH-INT-000061,SYNTH-PROC-000061,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,ORDER,SYNTH-ORDER-000062,,SYNTH-INT-000062,SYNTH-PROC-000062,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,ORDER,SYNTH-ORDER-000063,,SYNTH-INT-000063,SYNTH-PROC-000063,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,ORDER,SYNTH-ORDER-000064,,SYNTH-INT-000064,SYNTH-PROC-000064,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,ORDER,SYNTH-ORDER-000065,,SYNTH-INT-000065,SYNTH-PROC-000065,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,ORDER,SYNTH-ORDER-000066,,SYNTH-INT-000066,SYNTH-PROC-000066,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,ORDER,SYNTH-ORDER-000067,,SYNTH-INT-000067,SYNTH-PROC-000067,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,ORDER,SYNTH-ORDER-000068,,SYNTH-INT-000068,SYNTH-PROC-000068,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,ORDER,SYNTH-ORDER-000069,,SYNTH-INT-000069,SYNTH-PROC-000069,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,ORDER,SYNTH-ORDER-000070,,SYNTH-INT-000070,SYNTH-PROC-000070,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,ORDER,SYNTH-ORDER-000071,,SYNTH-INT-000071,SYNTH-PROC-000071,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,ORDER,SYNTH-ORDER-000072,,SYNTH-INT-000072,SYNTH-PROC-000072,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,ORDER,SYNTH-ORDER-000073,,SYNTH-INT-000073,SYNTH-PROC-000073,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,ORDER,SYNTH-ORDER-000074,,SYNTH-INT-000074,SYNTH-PROC-000074,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,ORDER,SYNTH-ORDER-000075,,SYNTH-INT-000075,SYNTH-PROC-000075,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,ORDER,SYNTH-ORDER-000076,,SYNTH-INT-000076,SYNTH-PROC-000076,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,ORDER,SYNTH-ORDER-000077,,SYNTH-INT-000077,SYNTH-PROC-000077,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,ORDER,SYNTH-ORDER-000078,,SYNTH-INT-000078,SYNTH-PROC-000078,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,ORDER,SYNTH-ORDER-000079,,SYNTH-INT-000079,SYNTH-PROC-000079,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,ORDER,SYNTH-ORDER-000080,,SYNTH-INT-000080,SYNTH-PROC-000080,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,ORDER,SYNTH-ORDER-000081,,SYNTH-INT-000081,SYNTH-PROC-000081,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,ORDER,SYNTH-ORDER-000082,,SYNTH-INT-000082,SYNTH-PROC-000082,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,ORDER,SYNTH-ORDER-000083,,SYNTH-INT-000083,SYNTH-PROC-000083,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,ORDER,SYNTH-ORDER-000084,,SYNTH-INT-000084,SYNTH-PROC-000084,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,ORDER,SYNTH-ORDER-000085,,SYNTH-INT-000085,SYNTH-PROC-000085,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,ORDER,SYNTH-ORDER-000086,,SYNTH-INT-000086,SYNTH-PROC-000086,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,ORDER,SYNTH-ORDER-000087,,SYNTH-INT-000087,SYNTH-PROC-000087,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,ORDER,SYNTH-ORDER-000088,,SYNTH-INT-000088,SYNTH-PROC-000088,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,ORDER,SYNTH-ORDER-000089,,SYNTH-INT-000089,SYNTH-PROC-000089,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,ORDER,SYNTH-ORDER-000090,,SYNTH-INT-000090,SYNTH-PROC-000090,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,ORDER,SYNTH-ORDER-000091,,SYNTH-INT-000091,SYNTH-PROC-000091,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,ORDER,SYNTH-ORDER-000092,,SYNTH-INT-000092,SYNTH-PROC-000092,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,ORDER,SYNTH-ORDER-000093,,SYNTH-INT-000093,SYNTH-PROC-000093,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,ORDER,SYNTH-ORDER-000094,,SYNTH-INT-000094,SYNTH-PROC-000094,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,ORDER,SYNTH-ORDER-000095,,SYNTH-INT-000095,SYNTH-PROC-000095,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,ORDER,SYNTH-ORDER-000096,,SYNTH-INT-000096,SYNTH-PROC-000096,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,ORDER,SYNTH-ORDER-000097,,SYNTH-INT-000097,SYNTH-PROC-000097,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,ORDER,SYNTH-ORDER-000098,,SYNTH-INT-000098,SYNTH-PROC-000098,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,ORDER,SYNTH-ORDER-000099,,SYNTH-INT-000099,SYNTH-PROC-000099,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,ORDER,SYNTH-ORDER-000100,,SYNTH-INT-000100,SYNTH-PROC-000100,,MATCHED,L1_EXACT_ORDER_MATCH,0.00,"Merchant order ID, currency, gross amount and configured processor fee all match."
clean-settlement,SETTLEMENT,SYNTH-BATCH-USD-2026-01-03-0000,SYNTH-BATCH-USD-2026-01-03-0000,,,SYNTH-BANK-000001,MATCHED,L2_EXACT_SETTLEMENT_MATCH,0.00,"The bank entry matches the processor batch currency, expected net credit and settlement window."
clean-settlement,SETTLEMENT,SYNTH-BATCH-USD-2026-01-04-0000,SYNTH-BATCH-USD-2026-01-04-0000,,,SYNTH-BANK-000002,MATCHED,L2_EXACT_SETTLEMENT_MATCH,0.00,"The bank entry matches the processor batch currency, expected net credit and settlement window."
clean-settlement,SETTLEMENT,SYNTH-BATCH-USD-2026-01-05-0000,SYNTH-BATCH-USD-2026-01-05-0000,,,SYNTH-BANK-000003,MATCHED,L2_EXACT_SETTLEMENT_MATCH,0.00,"The bank entry matches the processor batch currency, expected net credit and settlement window."
clean-settlement,SETTLEMENT,SYNTH-BATCH-USD-2026-01-06-0000,SYNTH-BATCH-USD-2026-01-06-0000,,,SYNTH-BANK-000004,MATCHED,L2_EXACT_SETTLEMENT_MATCH,0.00,"The bank entry matches the processor batch currency, expected net credit and settlement window."
clean-settlement,SETTLEMENT,SYNTH-BATCH-USD-2026-01-07-0000,SYNTH-BATCH-USD-2026-01-07-0000,,,SYNTH-BANK-000005,MATCHED,L2_EXACT_SETTLEMENT_MATCH,0.00,"The bank entry matches the processor batch currency, expected net credit and settlement window."
clean-settlement,SETTLEMENT,SYNTH-BATCH-USD-2026-01-08-0000,SYNTH-BATCH-USD-2026-01-08-0000,,,SYNTH-BANK-000006,MATCHED,L2_EXACT_SETTLEMENT_MATCH,0.00,"The bank entry matches the processor batch currency, expected net credit and settlement window."
clean-settlement,SETTLEMENT,SYNTH-BATCH-USD-2026-01-09-0000,SYNTH-BATCH-USD-2026-01-09-0000,,,SYNTH-BANK-000007,MATCHED,L2_EXACT_SETTLEMENT_MATCH,0.00,"The bank entry matches the processor batch currency, expected net credit and settlement window."
