invoice_id,order_id,customer_id,merchant_id,amount,currency,status,issued_at,due_at
INV_000044,ORD_000044,CUST_000132,MERCH_0012,39.00,USD,PAID,2026-02-11 05:48:31,2026-03-13 05:48:31
INV_000045,ORD_000045,CUST_001369,MERCH_0022,411.49,GBP,PAID,2026-01-05 13:48:23,2026-02-04 13:48:23
INV_000046,ORD_000046,CUST_000990,MERCH_0055,37.49,CAD,PAID,2026-01-23 21:03:00,2026-02-22 21:03:00
INV_000047,ORD_000047,CUST_003759,MERCH_0028,458.95,USD,PAID,2026-01-22 16:42:40,2026-02-21 16:42:40
INV_000048,ORD_000048,CUST_000835,MERCH_0064,27.50,GBP,PAID,2026-03-11 11:54:04,2026-04-10 11:54:04
INV_000049,ORD_000049,CUST_002605,MERCH_0023,499.00,INR,PAID,2026-03-25 00:09:54,2026-04-24 00:09:54
INV_000050,ORD_000050,CUST_001905,MERCH_0066,30.00,USD,PAID,2026-02-19 04:43:13,2026-03-21 04:43:13
INV_000051,ORD_000051,CUST_000491,MERCH_0011,34.80,EUR,PAID,2026-01-14 16:13:39,2026-02-13 16:13:39
INV_000052,ORD_000052,CUST_002693,MERCH_0095,15000.00,INR,PAID,2026-01-14 07:58:53,2026-02-13 07:58:53
INV_000053,ORD_000053,CUST_000195,MERCH_0097,21.99,USD,PAID,2026-01-23 13:17:55,2026-02-22 13:17:55
INV_000054,ORD_000054,CUST_001504,MERCH_0042,77.00,GBP,PAID,2026-02-13 06:29:32,2026-03-15 06:29:32
INV_000055,ORD_000055,CUST_004855,MERCH_0023,517.75,CAD,PAID,2026-02-23 14:20:23,2026-03-25 14:20:23
INV_000056,ORD_000056,CUST_001446,MERCH_0055,1499.00,INR,PAID,2026-03-01 03:11:08,2026-03-31 03:11:08
INV_000057,ORD_000057,CUST_002946,MERCH_0011,513.50,EUR,PAID,2026-02-08 23:14:36,2026-03-10 23:14:36
INV_000058,ORD_000058,CUST_003125,MERCH_0003,237.95,USD,PAID,2026-02-11 19:03:28,2026-03-13 19:03:28
INV_000059,ORD_000059,CUST_002321,MERCH_0059,32.80,GBP,PAID,2026-02-06 17:34:20,2026-03-08 17:34:20
INV_000060,ORD_000060,CUST_004102,MERCH_0002,506.80,EUR,PAID,2026-03-13 05:00:56,2026-04-12 05:00:56
INV_000061,ORD_000061,CUST_004820,MERCH_0083,1160.00,GBP,PAID,2026-01-08 05:18:17,2026-02-07 05:18:17
INV_000062,ORD_000062,CUST_002856,MERCH_0099,475.99,EUR,PAID,2026-02-19 18:36:24,2026-03-21 18:36:24
INV_000063,ORD_000063,CUST_000232,MERCH_0047,1499.00,INR,PAID,2026-03-10 00:39:34,2026-04-09 00:39:34
INV_000064,ORD_000064,CUST_004738,MERCH_0078,26.00,GBP,PAID,2026-03-06 15:08:50,2026-04-05 15:08:50
INV_000065,ORD_000065,CUST_001359,MERCH_0055,593.95,GBP,PAID,2026-03-22 20:40:23,2026-04-21 20:40:23
INV_000066,ORD_000066,CUST_000729,MERCH_0097,356.99,GBP,PAID,2026-01-11 22:19:37,2026-02-10 22:19:37
INV_000067,ORD_000067,CUST_004029,MERCH_0022,508.49,EUR,PAID,2026-01-01 11:09:42,2026-01-31 11:09:42
INV_000068,ORD_000068,CUST_003070,MERCH_0023,595.75,EUR,PAID,2026-01-19 09:47:36,2026-02-18 09:47:36
INV_000069,ORD_000069,CUST_001497,MERCH_0008,2325.95,CAD,PAID,2026-03-20 20:46:22,2026-04-19 20:46:22
INV_000070,ORD_000070,CUST_000703,MERCH_0038,18.95,EUR,PAID,2026-02-06 23:50:16,2026-03-08 23:50:16
INV_000071,ORD_000071,CUST_004772,MERCH_0086,15.49,USD,PAID,2026-03-18 22:16:09,2026-04-17 22:16:09
INV_000072,ORD_000072,CUST_003038,MERCH_0044,450.99,USD,PAID,2026-03-08 12:20:56,2026-04-07 12:20:56
INV_000073,ORD_000073,CUST_000821,MERCH_0043,223.25,USD,PAID,2026-01-01 14:28:16,2026-01-31 14:28:16
INV_000074,ORD_000074,CUST_003893,MERCH_0058,56.75,GBP,PAID,2026-02-20 07:05:11,2026-03-22 07:05:11
INV_000075,ORD_000075,CUST_004971,MERCH_0030,75.49,EUR,PAID,2026-02-17 08:04:03,2026-03-19 08:04:03
INV_000076,ORD_000076,CUST_001599,MERCH_0078,26.00,EUR,PAID,2026-03-11 09:58:42,2026-04-10 09:58:42
INV_000077,ORD_000077,CUST_000948,MERCH_0058,999.00,INR,PAID,2026-02-17 03:17:02,2026-03-19 03:17:02
INV_000078,ORD_000078,CUST_003142,MERCH_0042,1499.00,INR,PAID,2026-03-16 17:02:44,2026-04-15 17:02:44
INV_000079,ORD_000079,CUST_002727,MERCH_0012,15000.00,INR,PAID,2026-03-26 23:17:07,2026-04-25 23:17:07
INV_000080,ORD_000080,CUST_001832,MERCH_0030,26.95,EUR,PAID,2026-01-26 10:51:57,2026-02-25 10:51:57
INV_000081,ORD_000081,CUST_002568,MERCH_0017,39.00,USD,PAID,2026-02-07 05:26:07,2026-03-09 05:26:07
INV_000082,ORD_000082,CUST_001035,MERCH_0087,499.00,INR,PAID,2026-02-20 19:01:30,2026-03-22 19:01:30
INV_000083,ORD_000083,CUST_003734,MERCH_0064,19.95,EUR,PAID,2026-01-15 15:06:33,2026-02-14 15:06:33
INV_000084,ORD_000084,CUST_004702,MERCH_0091,466.75,GBP,PAID,2026-02-16 17:32:46,2026-03-18 17:32:46
INV_000085,ORD_000085,CUST_000431,MERCH_0090,387.80,GBP,PAID,2026-03-31 22:19:49,2026-04-30 22:19:49
INV_000086,ORD_000086,CUST_003214,MERCH_0071,2254.80,GBP,PAID,2026-02-03 02:04:21,2026-03-05 02:04:21
INV_000087,ORD_000087,CUST_004490,MERCH_0090,21.50,EUR,PAID,2026-02-08 12:43:22,2026-03-10 12:43:22
INV_000088,ORD_000088,CUST_003953,MERCH_0057,40.75,EUR,PAID,2026-01-29 13:30:09,2026-02-28 13:30:09
INV_000089,ORD_000089,CUST_003499,MERCH_0049,75.00,GBP,PAID,2026-03-08 07:05:19,2026-04-07 07:05:19
INV_000090,ORD_000090,CUST_003310,MERCH_0020,77.49,USD,PAID,2026-01-25 02:04:37,2026-02-24 02:04:37
INV_000091,ORD_000091,CUST_000735,MERCH_0086,71.25,USD,PAID,2026-03-17 20:09:38,2026-04-16 20:09:38
INV_000092,ORD_000092,CUST_004176,MERCH_0063,27.80,USD,PAID,2026-01-23 03:26:11,2026-02-22 03:26:11
INV_000093,ORD_000093,CUST_003553,MERCH_0090,23.50,USD,PAID,2026-01-30 06:14:13,2026-03-01 06:14:13
INV_000094,ORD_000094,CUST_000162,MERCH_0090,30.80,GBP,PAID,2026-02-08 12:43:44,2026-03-10 12:43:44
INV_000095,ORD_000095,CUST_004545,MERCH_0001,41.49,USD,PAID,2026-02-13 17:52:41,2026-03-15 17:52:41
INV_000096,ORD_000096,CUST_002979,MERCH_0039,3346.25,GBP,PAID,2026-02-23 04:16:25,2026-03-25 04:16:25
INV_000097,ORD_000097,CUST_004728,MERCH_0018,603.99,USD,PAID,2026-02-17 21:59:52,2026-03-19 21:59:52
INV_000098,ORD_000098,CUST_001161,MERCH_0025,302.50,CAD,PAID,2026-01-30 09:55:23,2026-03-01 09:55:23
INV_000099,ORD_000099,CUST_002089,MERCH_0071,166.50,EUR,PAID,2026-01-26 14:36:55,2026-02-25 14:36:55
INV_000100,ORD_000100,CUST_002207,MERCH_0010,604.75,GBP,PAID,2026-03-03 19:01:34,2026-04-02 19:01:34
INV_000101,ORD_000101,CUST_000213,MERCH_0049,1499.00,INR,PAID,2026-02-28 21:51:24,2026-03-30 21:51:24
INV_000102,ORD_000102,CUST_002699,MERCH_0009,1770.99,USD,PAID,2026-03-04 10:43:18,2026-04-03 10:43:18
INV_000103,ORD_000103,CUST_003090,MERCH_0013,207.49,EUR,PAID,2026-01-22 21:11:23,2026-02-21 21:11:23
INV_000104,ORD_000104,CUST_002859,MERCH_0068,182.95,USD,PAID,2026-03-10 07:55:46,2026-04-09 07:55:46
INV_000105,ORD_000105,CUST_004356,MERCH_0095,211.25,EUR,PAID,2026-02-23 21:24:17,2026-03-25 21:24:17
INV_000106,ORD_000106,CUST_003104,MERCH_0019,15000.00,INR,PAID,2026-02-25 09:40:44,2026-03-27 09:40:44
INV_000107,ORD_000107,CUST_003596,MERCH_0024,69.95,USD,PAID,2026-02-04 16:02:59,2026-03-06 16:02:59
INV_000108,ORD_000108,CUST_002504,MERCH_0012,159.49,USD,OVERPAID,2026-02-09 18:54:53,2026-03-11 18:54:53
INV_000109,ORD_000109,CUST_004540,MERCH_0037,220.25,USD,PAID,2026-02-18 03:49:29,2026-03-20 03:49:29
INV_000110,ORD_000110,CUST_001558,MERCH_0002,434.25,USD,PAID,2026-03-30 17:39:08,2026-04-29 17:39:08
INV_000111,ORD_000111,CUST_001381,MERCH_0058,61.75,CAD,PAID,2026-03-07 19:32:02,2026-04-06 19:32:02
INV_000112,ORD_000112,CUST_003106,MERCH_0064,46.49,EUR,PAID,2026-01-17 20:36:23,2026-02-16 20:36:23
INV_000113,ORD_000113,CUST_002405,MERCH_0062,484.00,CAD,PAID,2026-01-27 00:30:50,2026-02-26 00:30:50
INV_000114,ORD_000114,CUST_002915,MERCH_0008,60.80,EUR,PAID,2026-01-01 21:38:38,2026-01-31 21:38:38
INV_000115,ORD_000115,CUST_000831,MERCH_0002,80.75,EUR,PAID,2026-02-12 03:19:44,2026-03-14 03:19:44
INV_000116,ORD_000116,CUST_002050,MERCH_0099,61.25,EUR,PAID,2026-01-23 06:34:24,2026-02-22 06:34:24
INV_000117,ORD_000117,CUST_003600,MERCH_0085,86.99,EUR,PAID,2026-01-17 00:06:04,2026-02-16 00:06:04
INV_000118,ORD_000118,CUST_000330,MERCH_0037,113.25,EUR,PAID,2026-01-14 06:42:51,2026-02-13 06:42:51
INV_000119,ORD_000119,CUST_004007,MERCH_0054,66.50,EUR,PAID,2026-02-23 17:01:51,2026-03-25 17:01:51
INV_000120,ORD_000120,CUST_000174,MERCH_0014,323.99,EUR,PAID,2026-01-13 13:05:21,2026-02-12 13:05:21
INV_000121,ORD_000121,CUST_003934,MERCH_0056,69.80,USD,PAID,2026-01-29 09:46:22,2026-02-28 09:46:22
INV_000122,ORD_000122,CUST_000943,MERCH_0036,15000.00,INR,PAID,2026-03-26 05:07:16,2026-04-25 05:07:16
INV_000124,ORD_000124,CUST_001636,MERCH_0003,394.25,USD,PAID,2026-01-10 03:08:41,2026-02-09 03:08:41
INV_000125,ORD_000125,CUST_004177,MERCH_0008,49.00,GBP,PAID,2026-02-11 18:47:06,2026-03-13 18:47:06
INV_000126,ORD_000126,CUST_001489,MERCH_0007,410.00,USD,PAID,2026-01-05 06:53:42,2026-02-04 06:53:42
INV_000127,ORD_000127,CUST_004025,MERCH_0033,16.95,USD,PAID,2026-02-05 14:32:20,2026-03-07 14:32:20
INV_000128,ORD_000128,CUST_002961,MERCH_0095,50.99,USD,PAID,2026-03-14 10:27:25,2026-04-13 10:27:25
INV_000129,ORD_000129,CUST_004931,MERCH_0081,72.75,USD,PAID,2026-01-13 00:17:45,2026-02-12 00:17:45
INV_000130,ORD_000130,CUST_003885,MERCH_0093,39.50,CAD,PAID,2026-03-16 04:33:50,2026-04-15 04:33:50
INV_000131,ORD_000131,CUST_003674,MERCH_0047,68.25,EUR,PAID,2026-03-03 11:04:27,2026-04-02 11:04:27
INV_000132,ORD_000132,CUST_004639,MERCH_0006,626.25,CAD,PAID,2026-01-07 05:30:31,2026-02-06 05:30:31
INV_000133,ORD_000133,CUST_003197,MERCH_0072,15.95,EUR,PAID,2026-02-09 05:21:44,2026-03-11 05:21:44
INV_000134,ORD_000134,CUST_004302,MERCH_0065,49.75,USD,PAID,2026-01-26 10:55:42,2026-02-25 10:55:42
INV_000135,ORD_000135,CUST_002391,MERCH_0031,1788.50,GBP,PAID,2026-01-05 02:43:16,2026-02-04 02:43:16
INV_000136,ORD_000136,CUST_000952,MERCH_0069,458.99,GBP,PAID,2026-01-01 11:05:43,2026-01-31 11:05:43
INV_000137,ORD_000137,CUST_002416,MERCH_0053,305.00,USD,PAID,2026-02-01 20:05:16,2026-03-03 20:05:16
INV_000138,ORD_000138,CUST_004779,MERCH_0100,3249.95,EUR,PAID,2026-01-11 15:21:46,2026-02-10 15:21:46
INV_000139,ORD_000139,CUST_004765,MERCH_0027,525.50,EUR,PAID,2026-03-03 11:18:30,2026-04-02 11:18:30
INV_000140,ORD_000140,CUST_001516,MERCH_0059,265.75,GBP,OVERPAID,2026-03-21 12:05:51,2026-04-20 12:05:51
INV_000141,ORD_000141,CUST_004980,MERCH_0088,46.50,USD,PAID,2026-01-19 12:57:03,2026-02-18 12:57:03
INV_000142,ORD_000142,CUST_000097,MERCH_0094,29.25,EUR,PAID,2026-02-28 21:41:32,2026-03-30 21:41:32
INV_000143,ORD_000143,CUST_000685,MERCH_0099,90.00,EUR,PAID,2026-01-27 07:30:05,2026-02-26 07:30:05
INV_000144,ORD_000144,CUST_003936,MERCH_0018,395.80,USD,PAID,2026-03-16 01:34:48,2026-04-15 01:34:48
INV_000145,ORD_000145,CUST_002192,MERCH_0089,20.49,GBP,PAID,2026-03-03 05:29:52,2026-04-02 05:29:52
INV_000146,ORD_000146,CUST_001838,MERCH_0001,2499.00,INR,PAID,2026-01-03 15:28:33,2026-02-02 15:28:33
INV_000147,ORD_000147,CUST_000921,MERCH_0088,51.49,GBP,PAID,2026-02-18 01:52:30,2026-03-20 01:52:30
INV_000148,ORD_000148,CUST_000356,MERCH_0011,423.50,EUR,PAID,2026-03-01 00:20:07,2026-03-31 00:20:07
INV_000149,ORD_000149,CUST_002352,MERCH_0080,3361.95,EUR,PAID,2026-02-04 03:26:50,2026-03-06 03:26:50
INV_000150,ORD_000150,CUST_001201,MERCH_0100,570.25,EUR,PAID,2026-02-01 10:06:02,2026-03-03 10:06:02
INV_000151,ORD_000151,CUST_000741,MERCH_0019,442.50,EUR,PAID,2026-02-01 16:10:08,2026-03-03 16:10:08
INV_000152,ORD_000152,CUST_002015,MERCH_0018,585.80,GBP,PAID,2026-02-07 12:14:10,2026-03-09 12:14:10
INV_000153,ORD_000153,CUST_003456,MERCH_0075,321.75,USD,PAID,2026-02-21 11:47:22,2026-03-23 11:47:22
INV_000154,ORD_000154,CUST_001095,MERCH_0061,2129.00,EUR,PAID,2026-03-31 16:52:43,2026-04-30 16:52:43
INV_000155,ORD_000155,CUST_004518,MERCH_0019,43.75,GBP,PAID,2026-03-30 22:28:12,2026-04-29 22:28:12
INV_000156,ORD_000156,CUST_000216,MERCH_0094,28.99,GBP,PAID,2026-03-09 21:22:59,2026-04-08 21:22:59
INV_000157,ORD_000157,CUST_001204,MERCH_0004,16.49,EUR,PAID,2026-02-05 18:06:50,2026-03-07 18:06:50
INV_000158,ORD_000158,CUST_001148,MERCH_0061,426.95,CAD,PAID,2026-03-14 22:17:57,2026-04-13 22:17:57
INV_000159,ORD_000159,CUST_001278,MERCH_0015,258.00,GBP,PAID,2026-01-07 03:33:43,2026-02-06 03:33:43
INV_000160,ORD_000160,CUST_002114,MERCH_0071,514.95,USD,PAID,2026-03-31 13:24:30,2026-04-30 13:24:30
INV_000161,ORD_000161,CUST_001736,MERCH_0017,38.00,EUR,PAID,2026-02-09 04:08:18,2026-03-11 04:08:18
INV_000162,ORD_000162,CUST_003319,MERCH_0041,62.50,EUR,PAID,2026-03-22 15:06:26,2026-04-21 15:06:26
INV_000163,ORD_000163,CUST_002972,MERCH_0010,35.00,USD,PAID,2026-02-28 21:21:05,2026-03-30 21:21:05
INV_000164,ORD_000164,CUST_004520,MERCH_0025,25.00,GBP,PAID,2026-01-20 21:22:19,2026-02-19 21:22:19
INV_000165,ORD_000165,CUST_002578,MERCH_0007,1807.00,USD,PAID,2026-01-10 08:34:49,2026-02-09 08:34:49
INV_000166,ORD_000166,CUST_002916,MERCH_0093,1999.00,INR,PAID,2026-01-13 20:55:46,2026-02-12 20:55:46
INV_000167,ORD_000167,CUST_004811,MERCH_0004,119.80,EUR,PAID,2026-03-19 14:43:33,2026-04-18 14:43:33
INV_000168,ORD_000168,CUST_001898,MERCH_0092,245.50,CAD,PAID,2026-03-28 04:10:22,2026-04-27 04:10:22
INV_000169,ORD_000169,CUST_001075,MERCH_0058,522.99,USD,PAID,2026-02-03 05:08:31,2026-03-05 05:08:31
INV_000170,ORD_000170,CUST_004972,MERCH_0079,16.80,EUR,PAID,2026-01-08 13:51:31,2026-02-07 13:51:31
INV_000171,ORD_000171,CUST_004088,MERCH_0012,52.99,USD,OVERPAID,2026-01-10 11:09:05,2026-02-09 11:09:05
INV_000172,ORD_000172,CUST_001468,MERCH_0010,1699.95,USD,OVERPAID,2026-03-11 07:23:46,2026-04-10 07:23:46
INV_000173,ORD_000173,CUST_002978,MERCH_0006,213.25,USD,PAID,2026-03-25 17:09:21,2026-04-24 17:09:21
INV_000174,ORD_000174,CUST_003385,MERCH_0088,3446.95,USD,PAID,2026-02-19 10:11:52,2026-03-21 10:11:52
INV_000175,ORD_000175,CUST_000863,MERCH_0020,155.50,EUR,PAID,2026-01-29 12:48:17,2026-02-28 12:48:17
INV_000176,ORD_000176,CUST_003838,MERCH_0060,38.80,GBP,PAID,2026-03-04 16:54:50,2026-04-03 16:54:50
INV_000178,ORD_000178,CUST_001193,MERCH_0061,470.99,CAD,PAID,2026-03-04 10:52:44,2026-04-03 10:52:44
INV_000179,ORD_000179,CUST_001733,MERCH_0007,37.25,USD,PAID,2026-03-26 14:24:04,2026-04-25 14:24:04
INV_000180,ORD_000180,CUST_003699,MERCH_0092,346.75,GBP,PAID,2026-03-26 21:17:02,2026-04-25 21:17:02
INV_000181,ORD_000181,CUST_001627,MERCH_0022,245.80,GBP,PAID,2026-02-04 05:20:21,2026-03-06 05:20:21
INV_000182,ORD_000182,CUST_004892,MERCH_0072,55.50,USD,PAID,2026-01-20 14:26:41,2026-02-19 14:26:41
INV_000183,ORD_000183,CUST_003330,MERCH_0015,1165.00,CAD,PAID,2026-01-26 19:49:28,2026-02-25 19:49:28
INV_000184,ORD_000184,CUST_001538,MERCH_0028,302.50,GBP,PAID,2026-02-11 02:46:52,2026-03-13 02:46:52
INV_000185,ORD_000185,CUST_000133,MERCH_0047,547.49,USD,PAID,2026-01-30 15:03:53,2026-03-01 15:03:53
INV_000186,ORD_000186,CUST_002752,MERCH_0067,262.80,GBP,PAID,2026-01-12 07:28:40,2026-02-11 07:28:40
INV_000187,ORD_000187,CUST_003584,MERCH_0037,1076.49,USD,PAID,2026-03-03 20:48:37,2026-04-02 20:48:37
INV_000188,ORD_000188,CUST_004463,MERCH_0064,114.80,GBP,PAID,2026-01-10 23:56:21,2026-02-09 23:56:21
INV_000189,ORD_000189,CUST_003725,MERCH_0029,75.49,EUR,PAID,2026-02-23 20:50:34,2026-03-25 20:50:34
INV_000190,ORD_000190,CUST_003070,MERCH_0001,1499.00,INR,PAID,2026-03-18 06:17:56,2026-04-17 06:17:56
INV_000191,ORD_000191,CUST_000268,MERCH_0054,612.50,USD,PAID,2026-01-02 19:19:15,2026-02-01 19:19:15
INV_000192,ORD_000192,CUST_003523,MERCH_0074,65.25,GBP,OVERPAID,2026-01-24 19:22:26,2026-02-23 19:22:26
INV_000193,ORD_000193,CUST_001424,MERCH_0094,182.50,USD,PAID,2026-02-09 10:24:07,2026-03-11 10:24:07
INV_000194,ORD_000194,CUST_003212,MERCH_0074,243.95,GBP,PAID,2026-03-24 04:06:14,2026-04-23 04:06:14
INV_000195,ORD_000195,CUST_004861,MERCH_0002,106.49,USD,PAID,2026-01-16 03:46:44,2026-02-15 03:46:44
INV_000196,ORD_000196,CUST_001817,MERCH_0031,468.75,CAD,PAID,2026-01-30 03:31:46,2026-03-01 03:31:46
INV_000197,ORD_000197,CUST_004747,MERCH_0082,206.49,EUR,PAID,2026-03-26 11:52:51,2026-04-25 11:52:51
INV_000198,ORD_000198,CUST_004049,MERCH_0010,77.75,EUR,PAID,2026-03-24 08:00:56,2026-04-23 08:00:56
INV_000199,ORD_000199,CUST_003440,MERCH_0027,265.80,USD,OVERPAID,2026-02-06 18:19:21,2026-03-08 18:19:21
INV_000200,ORD_000200,CUST_003965,MERCH_0045,47.00,EUR,PAID,2026-03-01 22:27:07,2026-03-31 22:27:07
INV_000202,ORD_000202,CUST_001633,MERCH_0062,588.95,EUR,PAID,2026-01-10 05:41:18,2026-02-09 05:41:18
INV_000203,ORD_000203,CUST_002303,MERCH_0026,41.95,EUR,PAID,2026-02-08 10:45:02,2026-03-10 10:45:02
INV_000204,ORD_000204,CUST_000882,MERCH_0041,60.25,EUR,PAID,2026-03-01 06:21:05,2026-03-31 06:21:05
INV_000205,ORD_000205,CUST_004190,MERCH_0005,60.25,USD,PAID,2026-01-25 21:34:51,2026-02-24 21:34:51
INV_000206,ORD_000206,CUST_002931,MERCH_0024,461.75,USD,PAID,2026-01-25 02:43:57,2026-02-24 02:43:57
INV_000207,ORD_000207,CUST_000090,MERCH_0089,410.75,USD,PAID,2026-03-11 21:36:16,2026-04-10 21:36:16
INV_000208,ORD_000208,CUST_004320,MERCH_0028,157.95,EUR,PAID,2026-01-22 09:57:35,2026-02-21 09:57:35
INV_000209,ORD_000209,CUST_004047,MERCH_0007,208.95,USD,PAID,2026-02-18 17:41:27,2026-03-20 17:41:27
INV_000210,ORD_000210,CUST_000175,MERCH_0074,1815.00,USD,PAID,2026-01-28 23:13:02,2026-02-27 23:13:02
INV_000211,ORD_000211,CUST_002764,MERCH_0006,506.49,USD,PAID,2026-03-04 22:02:10,2026-04-03 22:02:10
INV_000212,ORD_000212,CUST_004559,MERCH_0011,483.80,USD,PAID,2026-03-17 12:09:48,2026-04-16 12:09:48
INV_000213,ORD_000213,CUST_000842,MERCH_0080,299.00,INR,PAID,2026-01-04 04:03:47,2026-02-03 04:03:47
INV_000214,ORD_000214,CUST_001566,MERCH_0012,866.00,EUR,PAID,2026-03-12 14:22:37,2026-04-11 14:22:37
INV_000215,ORD_000215,CUST_002698,MERCH_0034,36.25,EUR,PAID,2026-03-09 02:16:24,2026-04-08 02:16:24
INV_000216,ORD_000216,CUST_004786,MERCH_0019,615.80,GBP,PAID,2026-03-28 12:23:12,2026-04-27 12:23:12
INV_000217,ORD_000217,CUST_003955,MERCH_0042,165.95,USD,PAID,2026-01-23 05:33:23,2026-02-22 05:33:23
